Category,speed,direction,lane,episode,time_stamp,lida_file,image_file,lat,long,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector,x,y,snr,sector_WI,powers_WI
Cat3,15mph,lr,opposite,2,1625003688.197807000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.197807000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.3677297.jpg,42.33802933333332,-71.08661333333329,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203541261319,-11.036485770116794,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.298663000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.298663000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.3677297.jpg,42.33802933333332,-71.0866133333333,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203541144603,-11.036485770116794,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.399529000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.399529000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.401063.jpg,42.33802933333332,-71.0866133333333,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203541144603,-11.036485770116794,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.500389000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.500389000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.5010629.jpg,42.33802933333332,-71.08661333333332,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203541027887,-11.036485770116794,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.601224000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.601224000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.6010628.jpg,42.33802933333332,-71.08661333333332,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203541027887,-11.036485770116794,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.702075000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.702075000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.7010627.jpg,42.33802933333333,-71.08661333333332,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.102035410278866,-11.03648576853781,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.802967000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.802967000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.8010626.jpg,42.33802933333333,-71.08661333333333,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203540911171,-11.03648576853781,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003688.903835000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003688.903835000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003688.9010625.jpg,42.33802933333333,-71.08661333333333,6326,10,7,7,55,"[4770, 4390, 4984, 3579, 4899, 5144, 3248, 6326, 3946, 4931, 4269, 4165, 4916, 3976, 5402, 3357, 6272, 6146, 5686, 3288, 5044, 4125, 4254, 4426, 5180, 3455, 4104, 3598]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 60, 61, 63]",36.10203540911171,-11.03648576853781,"[-2, -4, -4, -6, -4, -2, -7, -1, -5, -4, -3, -4, -4, -5, -2, -4, -1, -3, -2, -7, -4, -4, -4, -4, -2, -7, -5, -7]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003689.004668000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003689.004668000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003689.0010624.jpg,42.33802933333333,-71.08661333333335,7549,19,7,8,50,"[6014, 0, 5314, 4120, 4521, 5238, 6405, 4201, 7049, 4241, 5327, 3824, 5243, 5792, 5362, 4354, 7549, 4320, 7052, 7500, 6185, 6270, 5062, 5240, 6136, 6415, 4709, 4226, 4822]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 61, 62, 62]",36.10203540794455,-11.03648576853781,"[-2, 0, -3, -9, -4, -5, -3, -5, -1, -5, -4, -8, -4, -4, -4, -6, -2, -4, -1, -2, -3, -3, -4, -4, -2, -2, -5, -7, -9]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
Cat3,15mph,lr,opposite,2,1625003689.105570000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/lidar_pcd/ns1/velodyne_points/1625003689.105570000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_2/camera_images/1625003689.1010623.jpg,42.33802933333333,-71.08661333333333,7549,19,7,8,50,"[6014, 0, 5314, 4120, 4521, 5238, 6405, 4201, 7049, 4241, 5327, 3824, 5243, 5792, 5362, 4354, 7549, 4320, 7052, 7500, 6185, 6270, 5062, 5240, 6136, 6415, 4709, 4226, 4822]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 61, 62, 62]",36.10203540911171,-11.03648576853781,"[-2, 0, -3, -9, -4, -5, -3, -5, -1, -5, -4, -8, -4, -4, -4, -6, -2, -4, -1, -2, -3, -3, -4, -4, -2, -2, -5, -7, -9]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[-99.749, -101.31700000000001, -96.65100000000001, -97.631, -108.637, -102.493, -102.37299999999999, -102.242, -101.133, -101.087, -102.693, -97.72, -96.412, -98.17399999999999, -100.61200000000001, -101.196, -105.86, -97.087, -103.988, -105.92399999999999, -102.501, -96.84299999999999, -103.764, -105.167, -99.94200000000001, -94.60600000000001, -98.49, -99.936, -99.50200000000001, -96.825, -100.176, -100.198, -101.613, -110.29799999999999]"
