Category,speed,direction,lane,episode,time_stamp,lida_file,image_file,lat,long,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector,x,y,snr,sector_WI,powers_WI
Cat1,20mph,lr,opposite,1,1624829332.616775000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829332.616775000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.3380666666666,-71.08695999999972,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774251083563,-6.888337627704762,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829332.717620000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829332.717620000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666661,-71.08695999999975,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.6297742487492455,-6.888337626125779,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829332.818511000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829332.818511000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666661,-71.08695999999976,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774247582087,-6.888337626125779,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829332.919314000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829332.919314000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666662,-71.08695999999979,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774245247768,-6.888337625336287,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.020234000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.020234000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.338066666666634,-71.08695999999983,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774241746293,-6.888337623757303,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.121077000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.121077000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666664,-71.08695999999986,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774239411973,-6.888337622967811,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.221919000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.221919000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666665,-71.08695999999989,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774237077656,-6.888337622178319,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.322791000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.322791000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.354108.jpg,42.33806666666666,-71.08695999999992,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774234743338,-6.8883376205993345,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.423643000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.423643000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.4207747.jpg,42.33806666666667,-71.08695999999993,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.629774233576178,-6.8883376198098425,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
Cat1,20mph,lr,opposite,1,1624829333.524500000,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/lidar_pcd/ns1/velodyne_points/1624829333.524500000.pcd,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat1/opposite/bag_files/Cat1_20mph_lr_opposite_1/camera_images/1624829333.5207746.jpg,42.33806666666668,-71.08695999999996,8474,26,1,8,40,"[4921, 5458, 5112, 6266, 5157, 5022, 5186, 4378, 5495, 4244, 5092, 4184, 5108, 7550, 4456, 4495, 7745, 4946, 4658, 5752, 7911, 4954, 8474, 6969, 7933, 4216, 4586, 4106, 4520]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 16, 18, 19, 20, 20, 22, 23, 24, 26, 29, 30, 60, 61, 62, 63]",7.62977423124186,-6.888337619020351,"[-5, -3, -5, -3, -5, -5, -4, -6, -1, -6, -4, -7, -5, -1, -9, -7, -2, -5, -9, -2, -1, -5, -1, -1, -1, -6, -4, -7, -4]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 62, 63]","[35.94331999999953, -524.7145800000003, -231.47963999999976, -764.48125, 740.4819399999993, 196.24705000000117, 741.8815599999998, -196.61201000000042, 684.0827999999996, -372.5816899999997, 22.903739999999157, 244.25711999999993, -463.91561999999954, 525.7253400000001, -420.9844800000002, 32.915749999999996, -21.62501999999932, -69.91600000000113, 71.05211999999936, 125.76761999999911, -112.4396999999996, -222.27128999999965, 215.89451999999974, 556.1331999999995, -109.11329999999958, -947.9100200000001, -527.17218, 75.69360000000037, 186.86953999999906, -671.4345, -278.93475, 319.8202350000005, -306.1198758333335, 188.98271999999992]"
